time,open,high,low,close,volume
2025-07-02 09:15:00+05:30,57558.2,57628.4,57430.45,57449.75,0
2025-07-02 09:20:00+05:30,57445.25,57460.85,57398.5,57422.8,0
2025-07-02 09:25:00+05:30,57417.55,57417.55,57346.95,57352.45,0
2025-07-02 09:30:00+05:30,57351.8,57371.0,57306.95,57314.15,0
2025-07-02 09:35:00+05:30,57320.15,57347.25,57301.25,57315.3,0
2025-07-02 09:40:00+05:30,57315.7,57320.85,57253.65,57261.05,0
2025-07-02 09:45:00+05:30,57260.55,57265.55,57235.7,57263.25,0
2025-07-02 09:50:00+05:30,57260.9,57302.3,57241.65,57244.8,0
2025-07-02 09:55:00+05:30,57242.75,57300.45,57242.1,57268.55,0
2025-07-02 10:00:00+05:30,57267.7,57269.75,57218.7,57226.75,0
2025-07-02 10:05:00+05:30,57227.2,57251.0,57205.8,57251.0,0
2025-07-02 10:10:00+05:30,57245.75,57282.45,57232.35,57268.35,0
2025-07-02 10:15:00+05:30,57268.95,57269.15,57173.85,57207.05,0
2025-07-02 10:20:00+05:30,57205.4,57277.6,57202.15,57261.0,0
2025-07-02 10:25:00+05:30,57260.95,57278.75,57246.25,57271.4,0
2025-07-02 10:30:00+05:30,57271.75,57271.75,57228.05,57247.55,0
2025-07-02 10:35:00+05:30,57248.75,57252.95,57192.9,57206.75,0
2025-07-02 10:40:00+05:30,57201.3,57231.15,57185.65,57231.15,0
2025-07-02 10:45:00+05:30,57230.2,57254.7,57211.25,57251.45,0
2025-07-02 10:50:00+05:30,57250.85,57250.85,57221.5,57227.0,0
2025-07-02 10:55:00+05:30,57230.0,57258.0,57227.0,57244.65,0
2025-07-02 11:00:00+05:30,57242.55,57248.9,57197.7,57230.2,0
2025-07-02 11:05:00+05:30,57227.7,57231.7,57186.4,57190.85,0
2025-07-02 11:10:00+05:30,57189.25,57202.05,57152.35,57202.05,0
2025-07-02 11:15:00+05:30,57201.4,57201.4,57139.3,57165.4,0
2025-07-02 11:20:00+05:30,57167.4,57197.55,57153.3,57184.8,0
2025-07-02 11:25:00+05:30,57190.65,57235.3,57181.35,57204.95,0
2025-07-02 11:30:00+05:30,57208.75,57209.95,57160.3,57165.85,0
2025-07-02 11:35:00+05:30,57166.4,57179.7,57143.65,57153.5,0
2025-07-02 11:40:00+05:30,57152.6,57191.25,57138.7,57191.25,0
2025-07-02 11:45:00+05:30,57185.75,57193.6,57164.4,57193.35,0
2025-07-02 11:50:00+05:30,57196.05,57197.55,57155.1,57166.1,0
2025-07-02 11:55:00+05:30,57163.9,57185.6,57157.6,57173.05,0
2025-07-02 12:00:00+05:30,57175.35,57176.85,57144.5,57172.95,0
2025-07-02 12:05:00+05:30,57172.25,57172.35,57146.15,57157.3,0
2025-07-02 12:10:00+05:30,57162.35,57165.6,57144.35,57158.3,0
2025-07-02 12:15:00+05:30,57155.75,57158.7,57115.5,57137.05,0
2025-07-02 12:20:00+05:30,57137.35,57165.65,57126.75,57161.5,0
2025-07-02 12:25:00+05:30,57160.75,57167.9,57140.7,57158.55,0
2025-07-02 12:30:00+05:30,57159.75,57177.65,57138.7,57146.3,0
2025-07-02 12:35:00+05:30,57146.4,57147.1,57111.25,57121.75,0
2025-07-02 12:40:00+05:30,57119.9,57124.0,57105.1,57123.2,0
2025-07-02 12:45:00+05:30,57120.15,57121.75,57080.65,57091.1,0
2025-07-02 12:50:00+05:30,57086.1,57093.85,57044.4,57085.15,0
2025-07-02 12:55:00+05:30,57085.2,57085.85,57052.85,57065.75,0
2025-07-02 13:00:00+05:30,57061.2,57119.0,57060.85,57104.9,0
2025-07-02 13:05:00+05:30,57109.95,57109.95,57077.45,57086.9,0
2025-07-02 13:10:00+05:30,57085.9,57088.8,57042.65,57043.3,0
2025-07-02 13:15:00+05:30,57042.3,57050.75,57007.15,57008.3,0
2025-07-02 13:20:00+05:30,57013.1,57032.7,56993.55,57008.85,0
2025-07-02 13:25:00+05:30,57007.85,57010.95,56907.5,56919.45,0
2025-07-02 13:30:00+05:30,56918.15,56934.75,56883.95,56912.95,0
2025-07-02 13:35:00+05:30,56913.95,56937.65,56903.45,56936.4,0
2025-07-02 13:40:00+05:30,56938.4,56951.3,56871.75,56883.7,0
2025-07-02 13:45:00+05:30,56883.2,56887.9,56854.45,56885.4,0
2025-07-02 13:50:00+05:30,56879.65,56926.25,56871.4,56876.95,0
2025-07-02 13:55:00+05:30,56874.85,56909.85,56851.45,56905.6,0
2025-07-02 14:00:00+05:30,56902.6,56908.3,56862.5,56870.65,0
2025-07-02 14:05:00+05:30,56870.2,56896.7,56868.85,56884.15,0
2025-07-02 14:10:00+05:30,56887.0,56921.35,56880.4,56888.15,0
2025-07-02 14:15:00+05:30,56891.9,56908.0,56882.8,56890.05,0
2025-07-02 14:20:00+05:30,56888.3,56896.5,56865.75,56884.2,0
2025-07-02 14:25:00+05:30,56886.1,56890.95,56861.25,56880.9,0
2025-07-02 14:30:00+05:30,56881.15,56901.1,56867.6,56870.15,0
2025-07-02 14:35:00+05:30,56871.45,56884.65,56835.8,56852.2,0
2025-07-02 14:40:00+05:30,56849.7,56881.55,56833.8,56857.05,0
2025-07-02 14:45:00+05:30,56851.75,56898.35,56851.75,56887.7,0
2025-07-02 14:50:00+05:30,56885.15,56893.2,56854.7,56875.85,0
2025-07-02 14:55:00+05:30,56877.05,56962.3,56877.05,56962.3,0
2025-07-02 15:00:00+05:30,56962.85,57011.7,56960.55,56995.45,0
2025-07-02 15:05:00+05:30,56996.15,57066.1,56993.95,57055.15,0
2025-07-02 15:10:00+05:30,57053.4,57055.3,57012.3,57017.05,0
2025-07-02 15:15:00+05:30,57018.7,57019.5,56961.05,56968.15,0
2025-07-02 15:20:00+05:30,56967.95,56998.9,56951.8,56963.1,0
2025-07-02 15:25:00+05:30,56959.85,56982.55,56953.2,56972.15,0
